input_dim,hidden_dim,n_layers,dropout,output_dim,batch_size,lr,epochs,patience,rnn_type,batches_per_epoch,path,dataset,context_length,prediction_length,freq,seasonality,error,conts,pearson,noise,covariates,seed,train_loss,valid_loss,elapsed_time,mse,mae,mape,smape,abs_error,mase,rmse,run_time
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,168,1H,24,1.65,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.5155699714169586,0,3,42,22.089353561401367,3373.5048828125,15.599514166126028,3663717.0,319.3816223144531,inf,0.2287116199731826,17223614.0,0.1203704699873924,503.2563171386719,1173.4444055410568
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,3,1H,24,1.65,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.5155699714169586,0,3,42,22.089353561401367,3373.5048828125,15.91045520780608,16086470.0,677.0553588867188,inf,0.3283089101314544,652004.25,0.2806796133518219,702.0249633789062,1233.1561852078885
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,2,1H,24,0.0,[],0.0,0,0,42,,,,2383321.25,284.3580017089844,inf,0.2753718495368957,182557.84375,0.1988360732793808,291.7774963378906,0.0712916248012334
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,168,1H,24,0.7071428571428571,['y_lead_1'],0.8131887100854838,0,1,42,7.16827917098999,1068.8648681640625,14.09233933291398,3113844.5,297.16650390625,inf,0.2197304964065551,16025595.0,0.1121741458773613,476.0563659667969,1030.4473525830545
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,168,1H,24,0.9428571428571428,['y_lead_1'],0.723871674827299,0,1,42,9.09610652923584,1385.119140625,13.818333874922246,3332478.5,305.1860656738281,inf,0.2228748500347137,16458073.0,0.1152013465762138,489.2725830078125,923.9028176669964
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,2,1H,24,0.7071428571428571,"['y_lead_1', 'y_lead_2']",0.8131887100854838,0,2,42,8.676467895507812,1335.9193115234375,14.167963874991983,10251041.0,496.0504150390625,inf,0.2611080706119537,318464.40625,0.2158377915620803,508.1731872558594,1004.24440687499
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,1,1H,24,1.1785714285714286,['y_lead_1'],0.6433551495047093,0,1,42,11.23336124420166,1695.04833984375,14.929760792059824,5006945.5,351.2055969238281,inf,0.204923391342163,112736.984375,0.1662762016057968,351.2055969238281,860.5704403331038
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,168,1H,24,1.1785714285714286,"['y_lead_1', 'y_lead_2']",0.6433551495047093,0,2,42,14.794600486755373,2206.586669921875,14.429466374916956,3816488.75,321.2824401855469,inf,0.2265498638153076,17326116.0,0.1211794838309288,509.9485473632813,836.8125334999058
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,168,1H,24,0.2357142857142857,"['y_lead_1', 'y_lead_2']",0.9725757776063404,0,2,42,3.412738561630249,529.7084350585938,13.697776874992996,3079481.75,289.3256530761719,inf,0.2139923721551895,15602756.0,0.1091262400150299,470.4217834472656,1086.179649833124
1,40,2,0.1,1,128,0.001,100,10,lstm,500,/Users/garethdavies/Downloads/electricity_hourly_dataset.tsf,electricity,505,3,1H,24,1.414285714285714,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.5740921195762649,0,3,42,19.000926971435547,2898.424560546875,14.224463124992326,13653436.0,650.8724975585938,inf,0.3239622414112091,626790.1875,0.2698253095149994,673.212890625,1197.4851519581862
