input_dim,hidden_dim,n_layers,dropout,output_dim,batch_size,lr,epochs,patience,rnn_type,path,dataset,context_length,prediction_length,freq,seasonality,error,conts,pearson,noise,covariates,seed,train_loss,valid_loss,elapsed_time,mse,mae,mape,smape,abs_error,mase,rmse,run_time
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,1,M,12,0.9428571428571428,['y_lead_1'],0.7149685223597495,0,1,42,85.62517547607422,124.48352813720705,4.369050499983132,1642.8863525390625,14.133031845092772,0.1544480770826339,0.1454830020666122,10840.037109375,0.0309048052877187,14.133031845092772,233.29589450010096
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,0.0,[],0.0,0,0,42,13.079957008361816,18.13347625732422,4.224177458090708,2465.300048828125,17.72307586669922,0.1968981474637985,0.1749681383371353,163123.21875,0.0388035103678703,21.69121360778809,346.2074535419233
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,3,M,12,0.2357142857142857,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.9722271780071448,0,3,42,37.9835319519043,49.74656295776367,3.975767041090876,1692.145751953125,12.728796005249023,0.1066279262304306,0.1019796431064605,29288.95703125,0.0281851403415203,14.75169563293457,248.2031009171624
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,1,M,12,0.0,[],0.0,0,0,42,,,,1115.10791015625,14.902524948120115,0.188148945569992,0.1655889749526977,11430.236328125,0.0324631594121456,14.902524948120115,0.0545225420501083
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,1.414285714285714,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.559285166914886,0,3,42,184.09649658203125,258.4167785644531,3.821472791954875,3789.139404296875,20.06912612915039,0.1980281323194503,0.1738107204437255,184716.234375,0.0437466241419315,24.06883811950684,133.1998006668873
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,2,M,12,0.9428571428571428,"['y_lead_1', 'y_lead_2']",0.7149685223597495,0,2,42,110.59076690673828,161.4614715576172,4.39714429108426,2893.091796875,16.201204299926758,0.1700740903615951,0.1556048989295959,24852.646484375,0.0359288640320301,17.826637268066406,170.96402637497522
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,0.2357142857142857,['y_lead_1'],0.9722271780071448,0,1,42,31.54569435119629,38.58933639526367,3.891802957979962,2705.1689453125,18.205982208251957,0.1844054609537124,0.1716348677873611,167567.859375,0.0397256724536418,22.17131233215332,234.13883516704664
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,1.1785714285714286,"['y_lead_1', 'y_lead_2']",0.6312224330507136,0,2,42,143.5051727294922,194.9217987060547,3.887925832998008,3380.460693359375,19.477752685546875,0.1971760839223861,0.173813134431839,179273.25,0.0424302965402603,23.50840377807617,133.8378831250593
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,0.4714285714285714,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.900141445631198,0,3,42,66.29893493652344,89.7586441040039,4.001943124923855,3273.220458984375,19.125568389892575,0.1867607086896896,0.1706514209508896,176031.71875,0.041689857840538,23.196346282958984,199.0826927078888
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,0.9428571428571428,['y_lead_1'],0.7149685223597495,0,1,42,85.62517547607422,124.48352813720705,4.0995416671503335,3493.934814453125,19.5556583404541,0.1918027549982071,0.1746823638677597,179990.28125,0.0426706820726394,23.836774826049805,201.96057341690172
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,12,M,12,0.0,[],0.0,0,0,43,13.120763778686523,18.058259963989254,4.019425665959716,2600.274658203125,18.091487884521484,0.194988265633583,0.1757449358701706,166514.0625,0.0396101176738739,21.97679901123047,355.82572966604494
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,3,M,12,1.65,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.498638888653059,0,3,42,208.62266540527344,297.421875,4.042511750012636,3228.1181640625,17.639680862426758,0.1737553179264068,0.1562367379665374,40588.90625,0.0390592254698276,19.839723587036133,150.15723704197444
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,1,M,12,0.2357142857142857,['y_lead_1'],0.9722271780071448,0,1,42,31.54569435119629,38.58933639526367,4.294789250008762,1035.6951904296875,12.284368515014648,0.1168301627039909,0.1135834604501724,9422.1103515625,0.0268623158335685,12.284368515014648,250.0918684999924
1,40,2,0.1,1,128,0.001,100,10,lstm,/Users/garethdavies/Downloads/hospital_dataset.tsf,hospital,15,3,M,12,0.0,"['y_lead_1', 'y_lead_2', 'y_lead_3']",0.9999999999999876,0,3,42,5.193347454071045,17.509830474853516,3.80697845807299,4.999923706054688,0.6555340886116028,0.0072217839770019,0.0070553016848862,1508.3839111328125,0.0014515372458845,0.7311015129089355,375.0181757500395
